data-object-id,data-original-title,list_entry_id,film_slug,URL,tmdb_id,imdb_id,title,year
filmListEntry:3141863888,Paganini Horror (1989) ,filmListEntry:3141863888,paganini-horror,https://letterboxd.com/film/paganini-horror/,67183,tt0095812,Paganini Horror,
filmListEntry:3141863889,A Nightmare on Elm Street Part 2: Freddy's Revenge (1985) ,filmListEntry:3141863889,a-nightmare-on-elm-street-part-2-freddys-revenge,https://letterboxd.com/film/a-nightmare-on-elm-street-part-2-freddys-revenge/,10014,tt0089686,A Nightmare on Elm Street Part 2: Freddy's Revenge,
filmListEntry:3141863890,Carrie (1976) ,filmListEntry:3141863890,carrie-1976,https://letterboxd.com/film/carrie-1976/,7340,tt0074285,Carrie,
filmListEntry:3141863891,Friday the 13th Part III (1982) ,filmListEntry:3141863891,friday-the-13th-part-iii,https://letterboxd.com/film/friday-the-13th-part-iii/,9728,tt0083972,Friday the 13th Part III,
filmListEntry:3141863892,Don't Breathe (2016) ,filmListEntry:3141863892,dont-breathe-2016,https://letterboxd.com/film/dont-breathe-2016/,300669,tt4160708,Don't Breathe,
filmListEntry:3153123686,Noroi: The Curse (2005) ,filmListEntry:3153123686,noroi-the-curse,https://letterboxd.com/film/noroi-the-curse/,21506,tt0930083,Noroi: The Curse,
filmListEntry:3153123687,Hansel & Gretel (2007) ,filmListEntry:3153123687,hansel-gretel-2007,https://letterboxd.com/film/hansel-gretel-2007/,25597,tt1002567,Hansel & Gretel,
filmListEntry:3153123688,Kwaidan (1964) ,filmListEntry:3153123688,kwaidan,https://letterboxd.com/film/kwaidan/,30959,tt0058279,Kwaidan,
filmListEntry:3153123689,Viy (1967) ,filmListEntry:3153123689,viy,https://letterboxd.com/film/viy/,57230,tt0062453,Viy,
filmListEntry:3162442538,Halloween Kills (2021) ,filmListEntry:3162442538,halloween-kills,https://letterboxd.com/film/halloween-kills/,610253,tt10665338,Halloween Kills,
filmListEntry:3162442539,Candyman (2021) ,filmListEntry:3162442539,candyman-2021,https://letterboxd.com/film/candyman-2021/,565028,tt9347730,Candyman,
filmListEntry:3162442540,Terror Train (1980) ,filmListEntry:3162442540,terror-train,https://letterboxd.com/film/terror-train/,40969,tt0081617,Terror Train,
filmListEntry:3177983635,Lamb (2021) ,filmListEntry:3177983635,lamb-2021,https://letterboxd.com/film/lamb-2021/,788929,tt9812474,Lamb,
filmListEntry:3177983636,The Peanut Butter Solution (1985) ,filmListEntry:3177983636,the-peanut-butter-solution,https://letterboxd.com/film/the-peanut-butter-solution/,19425,tt0089789,The Peanut Butter Solution,
filmListEntry:3177983637,Wishmaster (1997) ,filmListEntry:3177983637,wishmaster,https://letterboxd.com/film/wishmaster/,10351,tt0120524,Wishmaster,
filmListEntry:3177983638,A Tale of Two Sisters (2003) ,filmListEntry:3177983638,a-tale-of-two-sisters,https://letterboxd.com/film/a-tale-of-two-sisters/,4552,tt0365376,A Tale of Two Sisters,
filmListEntry:3178725297,The Grudge (2004) ,filmListEntry:3178725297,the-grudge,https://letterboxd.com/film/the-grudge/,1970,tt0391198,The Grudge,
filmListEntry:3185156954,C.H.U.D. (1984) ,filmListEntry:3185156954,chud,https://letterboxd.com/film/chud/,23730,tt0087015,C.H.U.D.,
filmListEntry:3185156955,Girl on the Third Floor (2019) ,filmListEntry:3185156955,girl-on-the-third-floor-2019,https://letterboxd.com/film/girl-on-the-third-floor-2019/,580630,tt9026184,Girl on the Third Floor,
filmListEntry:3187703767,In the Earth (2021) ,filmListEntry:3187703767,in-the-earth,https://letterboxd.com/film/in-the-earth/,748853,tt13429362,In the Earth,
filmListEntry:3192520110,Lucky (2020) ,filmListEntry:3192520110,lucky-2020-1,https://letterboxd.com/film/lucky-2020-1/,670426,tt11701774,Lucky,
filmListEntry:3192520111,The Amityville Horror (2005) ,filmListEntry:3192520111,the-amityville-horror-2005,https://letterboxd.com/film/the-amityville-horror-2005/,10065,tt0384806,The Amityville Horror,
filmListEntry:3199839581,Censor (2021) ,filmListEntry:3199839581,censor-2021,https://letterboxd.com/film/censor-2021/,663866,tt10329614,Censor,
filmListEntry:3204332154,The Faculty (1998) ,filmListEntry:3204332154,the-faculty,https://letterboxd.com/film/the-faculty/,9276,tt0133751,The Faculty,
filmListEntry:3205831736,Night of the Comet (1984) ,filmListEntry:3205831736,night-of-the-comet,https://letterboxd.com/film/night-of-the-comet/,18462,tt0087799,Night of the Comet,
filmListEntry:3205839301,Jaws 2 (1978) ,filmListEntry:3205839301,jaws-2,https://letterboxd.com/film/jaws-2/,579,tt0077766,Jaws 2,
filmListEntry:3210837664,I Blame Society (2020) ,filmListEntry:3210837664,i-blame-society,https://letterboxd.com/film/i-blame-society/,662903,tt11469196,I Blame Society,
filmListEntry:3215212528,The Lodge (2019) ,filmListEntry:3215212528,the-lodge-2019,https://letterboxd.com/film/the-lodge-2019/,474764,tt7347846,The Lodge,
filmListEntry:3235199971,Slender Man (2018) ,filmListEntry:3235199971,slender-man,https://letterboxd.com/film/slender-man/,439015,tt5690360,Slender Man,
filmListEntry:3235199972,Leprechaun (1993) ,filmListEntry:3235199972,leprechaun,https://letterboxd.com/film/leprechaun/,11811,tt0107387,Leprechaun,
filmListEntry:3235199973,Scream (2022) ,filmListEntry:3235199973,scream-2022,https://letterboxd.com/film/scream-2022/,646385,tt11245972,Scream,
filmListEntry:3235199974,The People Under the Stairs (1991) ,filmListEntry:3235199974,the-people-under-the-stairs,https://letterboxd.com/film/the-people-under-the-stairs/,13122,tt0105121,The People Under the Stairs,
filmListEntry:3235199975,My Bloody Valentine (1981) ,filmListEntry:3235199975,my-bloody-valentine,https://letterboxd.com/film/my-bloody-valentine/,39874,tt0082782,My Bloody Valentine,
filmListEntry:3259475121,Basket Case (1982) ,filmListEntry:3259475121,basket-case,https://letterboxd.com/film/basket-case/,27813,tt0083624,Basket Case,
filmListEntry:3259475122,Crawl (2019) ,filmListEntry:3259475122,crawl-2019,https://letterboxd.com/film/crawl-2019/,511987,tt8364368,Crawl,
filmListEntry:3259475123,X (2022) ,filmListEntry:3259475123,x-2022,https://letterboxd.com/film/x-2022/,760104,tt13560574,X,
filmListEntry:3259475124,Fresh (2022) ,filmListEntry:3259475124,fresh-2022,https://letterboxd.com/film/fresh-2022/,787752,tt13403046,Fresh,
filmListEntry:3259475125,Slugs (1988) ,filmListEntry:3259475125,slugs,https://letterboxd.com/film/slugs/,28452,tt0093995,Slugs,
filmListEntry:3267074289,Studio 666 (2022) ,filmListEntry:3267074289,studio-666-2022,https://letterboxd.com/film/studio-666-2022/,895744,tt15374070,Studio 666,
filmListEntry:3267074290,The 'Burbs (1989) ,filmListEntry:3267074290,the-burbs,https://letterboxd.com/film/the-burbs/,11974,tt0096734,The 'Burbs,
filmListEntry:3286059695,Slash/Back (2022) ,filmListEntry:3286059695,slash-back,https://letterboxd.com/film/slash-back/,934194,tt9050310,Slash/Back,
filmListEntry:3286059696,Cheerleader Camp (1988) ,filmListEntry:3286059696,cheerleader-camp,https://letterboxd.com/film/cheerleader-camp/,40087,tt0092744,Cheerleader Camp,
filmListEntry:3286059697,Just Before Dawn (1981) ,filmListEntry:3286059697,just-before-dawn-1981,https://letterboxd.com/film/just-before-dawn-1981/,39982,tt0082592,Just Before Dawn,
filmListEntry:3286059698,What We Do in the Shadows (2014) ,filmListEntry:3286059698,what-we-do-in-the-shadows,https://letterboxd.com/film/what-we-do-in-the-shadows/,246741,tt3416742,What We Do in the Shadows,
filmListEntry:3310277553,Troll Hunter (2010) ,filmListEntry:3310277553,troll-hunter,https://letterboxd.com/film/troll-hunter/,46146,tt1740707,Troll Hunter,
filmListEntry:3314381884,The Convent (2000) ,filmListEntry:3314381884,the-convent,https://letterboxd.com/film/the-convent/,12724,tt0217331,The Convent,
filmListEntry:3327784472,Hello Mary Lou: Prom Night II (1987) ,filmListEntry:3327784472,hello-mary-lou-prom-night-ii,https://letterboxd.com/film/hello-mary-lou-prom-night-ii/,39929,tt0093176,Hello Mary Lou: Prom Night II,
filmListEntry:3327784473,Prom Night III: The Last Kiss (1990) ,filmListEntry:3327784473,prom-night-iii-the-last-kiss,https://letterboxd.com/film/prom-night-iii-the-last-kiss/,41828,tt0098136,Prom Night III: The Last Kiss,
filmListEntry:3327784474,Office Killer (1997) ,filmListEntry:3327784474,office-killer,https://letterboxd.com/film/office-killer/,49728,tt0119819,Office Killer,
filmListEntry:3327784475,Wild Zero (1999) ,filmListEntry:3327784475,wild-zero,https://letterboxd.com/film/wild-zero/,16231,tt0267116,Wild Zero,
filmListEntry:3333805863,Night of the Creeps (1986) ,filmListEntry:3333805863,night-of-the-creeps,https://letterboxd.com/film/night-of-the-creeps/,15762,tt0091630,Night of the Creeps,
filmListEntry:3343339079,Incantation (2022) ,filmListEntry:3343339079,incantation-2022,https://letterboxd.com/film/incantation-2022/,864370,tt18968540,Incantation,
filmListEntry:3343339080,Needful Things (1993) ,filmListEntry:3343339080,needful-things,https://letterboxd.com/film/needful-things/,10657,tt0107665,Needful Things,
filmListEntry:3343339081,Amityville: The Evil Escapes (1989) ,filmListEntry:3343339081,amityville-the-evil-escapes,https://letterboxd.com/film/amityville-the-evil-escapes/,55377,tt0096808,Amityville: The Evil Escapes,
filmListEntry:3348195935,Halloween Ends (2022) ,filmListEntry:3348195935,halloween-ends,https://letterboxd.com/film/halloween-ends/,616820,tt10665342,Halloween Ends,
filmListEntry:3358310272,Dark Night of the Scarecrow (1981) ,filmListEntry:3358310272,dark-night-of-the-scarecrow,https://letterboxd.com/film/dark-night-of-the-scarecrow/,30931,tt0082235,Dark Night of the Scarecrow,
filmListEntry:3358310273,The Mangler (1995) ,filmListEntry:3358310273,the-mangler,https://letterboxd.com/film/the-mangler/,13559,tt0113762,The Mangler,
filmListEntry:3361056966,Let's Scare Jessica to Death (1971) ,filmListEntry:3361056966,lets-scare-jessica-to-death,https://letterboxd.com/film/lets-scare-jessica-to-death/,16154,tt0067341,Let's Scare Jessica to Death,
filmListEntry:3371594665,Robin Redbreast (1970) ,filmListEntry:3371594665,robin-redbreast,https://letterboxd.com/film/robin-redbreast/,233383,tt0498409,Robin Redbreast,
filmListEntry:3385334157,Dial Code Santa Claus (1989) ,filmListEntry:3385334157,dial-code-santa-claus,https://letterboxd.com/film/dial-code-santa-claus/,46959,tt0096741,Dial Code Santa Claus,
filmListEntry:3385334158,Pearl (2022) ,filmListEntry:3385334158,pearl-2022,https://letterboxd.com/film/pearl-2022/,949423,tt18925334,Pearl,
filmListEntry:3385334159,Gate II (1990) ,filmListEntry:3385334159,gate-ii,https://letterboxd.com/film/gate-ii/,40729,tt0099636,Gate II,
filmListEntry:3392438074,Bloody New Year (1987) ,filmListEntry:3392438074,bloody-new-year,https://letterboxd.com/film/bloody-new-year/,30478,tt0092676,Bloody New Year,
filmListEntry:3410823573,She Will (2021) ,filmListEntry:3410823573,she-will,https://letterboxd.com/film/she-will/,852485,tt9340916,She Will,
filmListEntry:3410823574,Deadstream (2022) ,filmListEntry:3410823574,deadstream,https://letterboxd.com/film/deadstream/,886083,tt12788488,Deadstream,
filmListEntry:3413595544,Moloch (2022) ,filmListEntry:3413595544,moloch-2022,https://letterboxd.com/film/moloch-2022/,959558,tt14412446,Moloch,
filmListEntry:3426079609,The Harbinger (2022) ,filmListEntry:3426079609,the-harbinger-2022,https://letterboxd.com/film/the-harbinger-2022/,974191,tt13610158,The Harbinger,
filmListEntry:3437045182,Haunt (2019) ,filmListEntry:3437045182,haunt-2019,https://letterboxd.com/film/haunt-2019/,517116,tt6535880,Haunt,
filmListEntry:3446586308,The Final Terror (1983) ,filmListEntry:3446586308,the-final-terror,https://letterboxd.com/film/the-final-terror/,4288,tt0082379,The Final Terror,
filmListEntry:3446586309,The Offering (2022) ,filmListEntry:3446586309,the-offering-2022-1,https://letterboxd.com/film/the-offering-2022-1/,955991,tt13103732,The Offering,
filmListEntry:3455905461,Demon Wind (1990) ,filmListEntry:3455905461,demon-wind,https://letterboxd.com/film/demon-wind/,58899,tt0099401,Demon Wind,
filmListEntry:3455905462,Final Destination 5 (2011) ,filmListEntry:3455905462,final-destination-5,https://letterboxd.com/film/final-destination-5/,55779,tt1622979,Final Destination 5,
filmListEntry:3461452898,The Legend of Hell House (1973) ,filmListEntry:3461452898,the-legend-of-hell-house,https://letterboxd.com/film/the-legend-of-hell-house/,16180,tt0070294,The Legend of Hell House,
filmListEntry:3468398753,What Keeps You Alive (2018) ,filmListEntry:3468398753,what-keeps-you-alive,https://letterboxd.com/film/what-keeps-you-alive/,503752,tt7073710,What Keeps You Alive,
filmListEntry:3479318919,Chopping Mall (1986) ,filmListEntry:3479318919,chopping-mall,https://letterboxd.com/film/chopping-mall/,28941,tt0090837,Chopping Mall,
filmListEntry:3479318920,The House of the Devil (2009) ,filmListEntry:3479318920,the-house-of-the-devil,https://letterboxd.com/film/the-house-of-the-devil/,25983,tt1172994,The House of the Devil,
filmListEntry:3489372006,Enys Men (2022) ,filmListEntry:3489372006,enys-men,https://letterboxd.com/film/enys-men/,740049,tt11698800,Enys Men,
filmListEntry:3489372007,Evil Dead (2013) ,filmListEntry:3489372007,evil-dead,https://letterboxd.com/film/evil-dead/,109428,tt1288558,Evil Dead,
filmListEntry:3489372057,Omen (1975) ,filmListEntry:3489372057,omen-1975,https://letterboxd.com/film/omen-1975/,203946,tt0207023,Omen,
filmListEntry:3505741099,Damien - Omen II (1978) ,filmListEntry:3505741099,damien-omen-ii,https://letterboxd.com/film/damien-omen-ii/,10766,tt0077394,Damien - Omen II,
filmListEntry:3505741100,The Final Conflict (1981) ,filmListEntry:3505741100,the-final-conflict,https://letterboxd.com/film/the-final-conflict/,10768,tt0082377,The Final Conflict,
filmListEntry:3514242414,Tales from the Crypt: Demon Knight (1995) ,filmListEntry:3514242414,tales-from-the-crypt-demon-knight,https://letterboxd.com/film/tales-from-the-crypt-demon-knight/,9059,tt0114608,Tales from the Crypt: Demon Knight,
filmListEntry:3514242415,Pet Sematary (1989) ,filmListEntry:3514242415,pet-sematary,https://letterboxd.com/film/pet-sematary/,8913,tt0098084,Pet Sematary,
filmListEntry:3520112912,The Thing (1982) ,filmListEntry:3520112912,the-thing,https://letterboxd.com/film/the-thing/,1091,tt0084787,The Thing,
filmListEntry:3530462013,Tremors 2: Aftershocks (1996) ,filmListEntry:3530462013,tremors-2-aftershocks,https://letterboxd.com/film/tremors-2-aftershocks/,11069,tt0114720,Tremors 2: Aftershocks,
filmListEntry:3530462014,Black Roses (1988) ,filmListEntry:3530462014,black-roses,https://letterboxd.com/film/black-roses/,84289,tt0094752,Black Roses,
filmListEntry:3535066489,Relic (2020) ,filmListEntry:3535066489,relic,https://letterboxd.com/film/relic/,539181,tt9072352,Relic,
filmListEntry:3540434864,Dead Girls (1990) ,filmListEntry:3540434864,dead-girls,https://letterboxd.com/film/dead-girls/,119558,tt0182958,Dead Girls,
filmListEntry:3552753428,47 Meters Down: Uncaged (2019) ,filmListEntry:3552753428,47-meters-down-uncaged,https://letterboxd.com/film/47-meters-down-uncaged/,480105,tt7329656,47 Meters Down: Uncaged,
filmListEntry:3569921888,Event Horizon (1997) ,filmListEntry:3569921888,event-horizon,https://letterboxd.com/film/event-horizon/,8413,tt0119081,Event Horizon,
filmListEntry:3569921889,The Return of the Living Dead (1985) ,filmListEntry:3569921889,the-return-of-the-living-dead,https://letterboxd.com/film/the-return-of-the-living-dead/,10925,tt0089907,The Return of the Living Dead,
filmListEntry:3584288892,Nope (2022) ,filmListEntry:3584288892,nope,https://letterboxd.com/film/nope/,762504,tt10954984,Nope,
filmListEntry:3584288893,Return of the Living Dead Part II (1988) ,filmListEntry:3584288893,return-of-the-living-dead-part-ii,https://letterboxd.com/film/return-of-the-living-dead-part-ii/,24929,tt0095990,Return of the Living Dead Part II,
filmListEntry:3596233869,Night of the Living Dead (1990) ,filmListEntry:3596233869,night-of-the-living-dead-1990,https://letterboxd.com/film/night-of-the-living-dead-1990/,19185,tt0100258,Night of the Living Dead,
filmListEntry:3596233870,Halloween H20: 20 Years Later (1998) ,filmListEntry:3596233870,halloween-h20-20-years-later,https://letterboxd.com/film/halloween-h20-20-years-later/,11675,tt0120694,Halloween H20: 20 Years Later,
filmListEntry:3607112099,Siege (1983) ,filmListEntry:3607112099,siege-1983,https://letterboxd.com/film/siege-1983/,40169,tt0086276,Siege,
filmListEntry:3625456024,Friday the 13th: The Final Chapter (1984) ,filmListEntry:3625456024,friday-the-13th-the-final-chapter,https://letterboxd.com/film/friday-the-13th-the-final-chapter/,9730,tt0087298,Friday the 13th: The Final Chapter,
filmListEntry:3625456025,Ginger Snaps (2000) ,filmListEntry:3625456025,ginger-snaps,https://letterboxd.com/film/ginger-snaps/,9871,tt0210070,Ginger Snaps,
filmListEntry:3626650835,Initiation (1987) ,filmListEntry:3626650835,initiation,https://letterboxd.com/film/initiation/,143948,tt0094385,Initiation,
filmListEntry:3643734402,Alone in the Dark (1982) ,filmListEntry:3643734402,alone-in-the-dark,https://letterboxd.com/film/alone-in-the-dark/,40952,tt0083542,Alone in the Dark,
filmListEntry:3643734403,The Medium (2021) ,filmListEntry:3643734403,the-medium-2021,https://letterboxd.com/film/the-medium-2021/,745881,tt13446168,The Medium,
filmListEntry:3643734547,Happy Birthday to Me (1981) ,filmListEntry:3643734547,happy-birthday-to-me,https://letterboxd.com/film/happy-birthday-to-me/,37936,tt0082498,Happy Birthday to Me,
filmListEntry:3653302686,Ghostwatch (1992) ,filmListEntry:3653302686,ghostwatch,https://letterboxd.com/film/ghostwatch/,46633,tt0200659,Ghostwatch,
filmListEntry:3653633941,The Boogeyman (2023) ,filmListEntry:3653633941,the-boogeyman,https://letterboxd.com/film/the-boogeyman/,532408,tt3427252,The Boogeyman,
filmListEntry:3657776132,WNUF Halloween Special (2013) ,filmListEntry:3657776132,wnuf-halloween-special,https://letterboxd.com/film/wnuf-halloween-special/,210842,tt3104078,WNUF Halloween Special,
filmListEntry:3678445348,Terrifier (2016) ,filmListEntry:3678445348,terrifier-2016,https://letterboxd.com/film/terrifier-2016/,420634,tt4281724,Terrifier,
filmListEntry:3678445349,The Fourth Kind (2009) ,filmListEntry:3678445349,the-fourth-kind,https://letterboxd.com/film/the-fourth-kind/,22824,tt1220198,The Fourth Kind,
filmListEntry:3678445350,Eyes of Fire (1983) ,filmListEntry:3678445350,eyes-of-fire,https://letterboxd.com/film/eyes-of-fire/,72349,tt0085515,Eyes of Fire,
filmListEntry:3687649887,Jack Frost (1997) ,filmListEntry:3687649887,jack-frost-1997,https://letterboxd.com/film/jack-frost-1997/,27318,tt0116671,Jack Frost,
filmListEntry:3693394468,Lost Hearts (1973) ,filmListEntry:3693394468,lost-hearts,https://letterboxd.com/film/lost-hearts/,72221,tt0216888,Lost Hearts,
filmListEntry:3693394469,A Ghost Story for Christmas: Lot No. 249 (2023) ,filmListEntry:3693394469,a-ghost-story-for-christmas-lot-no-249,https://letterboxd.com/film/a-ghost-story-for-christmas-lot-no-249/,1194909,tt29549775,A Ghost Story for Christmas: Lot No. 249,
filmListEntry:3714506600,Consecration (2023) ,filmListEntry:3714506600,consecration-2023,https://letterboxd.com/film/consecration-2023/,884184,tt14993352,Consecration,
filmListEntry:3714506601,Annihilation (2018) ,filmListEntry:3714506601,annihilation,https://letterboxd.com/film/annihilation/,300668,tt2798920,Annihilation,
filmListEntry:3722076429,Prince of Darkness (1987) ,filmListEntry:3722076429,prince-of-darkness,https://letterboxd.com/film/prince-of-darkness/,8852,tt0093777,Prince of Darkness,
filmListEntry:3731173805,Orca (1977) ,filmListEntry:3731173805,orca-1977,https://letterboxd.com/film/orca-1977/,12707,tt0076504,Orca,
filmListEntry:3737195972,An American Werewolf in London (1981) ,filmListEntry:3737195972,an-american-werewolf-in-london,https://letterboxd.com/film/an-american-werewolf-in-london/,814,tt0082010,An American Werewolf in London,
filmListEntry:3755341590,Spookies (1986) ,filmListEntry:3755341590,spookies,https://letterboxd.com/film/spookies/,26679,tt0090057,Spookies,
filmListEntry:3755342671,Hellbender (2021) ,filmListEntry:3755342671,hellbender,https://letterboxd.com/film/hellbender/,848886,tt14905650,Hellbender,
filmListEntry:3761838130,April Fool's Day (1986) ,filmListEntry:3761838130,april-fools-day,https://letterboxd.com/film/april-fools-day/,24913,tt0090655,April Fool's Day,
filmListEntry:3782212111,When Evil Lurks (2023) ,filmListEntry:3782212111,when-evil-lurks,https://letterboxd.com/film/when-evil-lurks/,744857,tt16300962,When Evil Lurks,
filmListEntry:3782212112,Zombeavers (2014) ,filmListEntry:3782212112,zombeavers,https://letterboxd.com/film/zombeavers/,254474,tt2784512,Zombeavers,
filmListEntry:3783560565,In Fabric (2018) ,filmListEntry:3783560565,in-fabric,https://letterboxd.com/film/in-fabric/,475220,tt7464188,In Fabric,
filmListEntry:3801944409,Return of the Living Dead III (1993) ,filmListEntry:3801944409,return-of-the-living-dead-iii,https://letterboxd.com/film/return-of-the-living-dead-iii/,28260,tt0107953,Return of the Living Dead III,
filmListEntry:3801944410,Monolith (2022) ,filmListEntry:3801944410,monolith-2022,https://letterboxd.com/film/monolith-2022/,1024721,tt18298588,Monolith,
filmListEntry:3811099736,Communion (1989) ,filmListEntry:3811099736,communion,https://letterboxd.com/film/communion/,28774,tt0097100,Communion,
filmListEntry:3811099737,The Lawnmower Man (1992) ,filmListEntry:3811099737,the-lawnmower-man,https://letterboxd.com/film/the-lawnmower-man/,10163,tt0104692,The Lawnmower Man,
filmListEntry:3836975364,Bleeders (1997) ,filmListEntry:3836975364,bleeders,https://letterboxd.com/film/bleeders/,58789,tt0119279,Bleeders,
filmListEntry:3836975365,The Shout (1978) ,filmListEntry:3836975365,the-shout,https://letterboxd.com/film/the-shout/,48131,tt0078259,The Shout,
filmListEntry:3836975366,Late Night with the Devil (2023) ,filmListEntry:3836975366,late-night-with-the-devil,https://letterboxd.com/film/late-night-with-the-devil/,938614,tt14966898,Late Night with the Devil,
filmListEntry:3836975367,Bloody Birthday (1981) ,filmListEntry:3836975367,bloody-birthday,https://letterboxd.com/film/bloody-birthday/,55538,tt0082084,Bloody Birthday,
filmListEntry:3843795672,The Boxer's Omen (1983) ,filmListEntry:3843795672,the-boxers-omen,https://letterboxd.com/film/the-boxers-omen/,49239,tt0085951,The Boxer's Omen,
