data-object-id,data-original-title,list_entry_id,film_slug,URL
filmListEntry:3358310273,"The Mangler (1995) ",filmListEntry:3358310273,the-mangler,https://letterboxd.com/film/the-mangler/
filmListEntry:3361056966,"Let's Scare Jessica to Death (1971) ",filmListEntry:3361056966,lets-scare-jessica-to-death,https://letterboxd.com/film/lets-scare-jessica-to-death/
filmListEntry:3371594665,"Robin Redbreast (1970) ",filmListEntry:3371594665,robin-redbreast,https://letterboxd.com/film/robin-redbreast/
filmListEntry:3385334157,"Dial Code Santa Claus (1989) ",filmListEntry:3385334157,dial-code-santa-claus,https://letterboxd.com/film/dial-code-santa-claus/
filmListEntry:3385334158,"Pearl (2022) ",filmListEntry:3385334158,pearl-2022,https://letterboxd.com/film/pearl-2022/
filmListEntry:3385334159,"Gate II (1990) ",filmListEntry:3385334159,gate-ii,https://letterboxd.com/film/gate-ii/
filmListEntry:3392438074,"Bloody New Year (1987) ",filmListEntry:3392438074,bloody-new-year,https://letterboxd.com/film/bloody-new-year/
filmListEntry:3410823573,"She Will (2021) ",filmListEntry:3410823573,she-will,https://letterboxd.com/film/she-will/
filmListEntry:3410823574,"Deadstream (2022) ",filmListEntry:3410823574,deadstream,https://letterboxd.com/film/deadstream/
filmListEntry:3413595544,"Moloch (2022) ",filmListEntry:3413595544,moloch-2022,https://letterboxd.com/film/moloch-2022/
filmListEntry:3426079609,"The Harbinger (2022) ",filmListEntry:3426079609,the-harbinger-2022,https://letterboxd.com/film/the-harbinger-2022/
filmListEntry:3437045182,"Haunt (2019) ",filmListEntry:3437045182,haunt-2019,https://letterboxd.com/film/haunt-2019/
filmListEntry:3446586308,"The Final Terror (1983) ",filmListEntry:3446586308,the-final-terror,https://letterboxd.com/film/the-final-terror/
filmListEntry:3446586309,"The Offering (2022) ",filmListEntry:3446586309,the-offering-2022-1,https://letterboxd.com/film/the-offering-2022-1/
filmListEntry:3455905461,"Demon Wind (1990) ",filmListEntry:3455905461,demon-wind,https://letterboxd.com/film/demon-wind/
filmListEntry:3455905462,"Final Destination 5 (2011) ",filmListEntry:3455905462,final-destination-5,https://letterboxd.com/film/final-destination-5/
filmListEntry:3461452898,"The Legend of Hell House (1973) ",filmListEntry:3461452898,the-legend-of-hell-house,https://letterboxd.com/film/the-legend-of-hell-house/
filmListEntry:3468398753,"What Keeps You Alive (2018) ",filmListEntry:3468398753,what-keeps-you-alive,https://letterboxd.com/film/what-keeps-you-alive/
filmListEntry:3479318919,"Chopping Mall (1986) ",filmListEntry:3479318919,chopping-mall,https://letterboxd.com/film/chopping-mall/
filmListEntry:3479318920,"The House of the Devil (2009) ",filmListEntry:3479318920,the-house-of-the-devil,https://letterboxd.com/film/the-house-of-the-devil/
filmListEntry:3489372006,"Enys Men (2022) ",filmListEntry:3489372006,enys-men,https://letterboxd.com/film/enys-men/
filmListEntry:3489372007,"Evil Dead (2013) ",filmListEntry:3489372007,evil-dead,https://letterboxd.com/film/evil-dead/
filmListEntry:3489372057,"Omen (1975) ",filmListEntry:3489372057,omen-1975,https://letterboxd.com/film/omen-1975/
filmListEntry:3505741099,"Damien - Omen II (1978) ",filmListEntry:3505741099,damien-omen-ii,https://letterboxd.com/film/damien-omen-ii/
filmListEntry:3505741100,"The Final Conflict (1981) ",filmListEntry:3505741100,the-final-conflict,https://letterboxd.com/film/the-final-conflict/
filmListEntry:3514242414,"Tales from the Crypt: Demon Knight (1995) ",filmListEntry:3514242414,tales-from-the-crypt-demon-knight,https://letterboxd.com/film/tales-from-the-crypt-demon-knight/
filmListEntry:3514242415,"Pet Sematary (1989) ",filmListEntry:3514242415,pet-sematary,https://letterboxd.com/film/pet-sematary/
filmListEntry:3520112912,"The Thing (1982) ",filmListEntry:3520112912,the-thing,https://letterboxd.com/film/the-thing/
filmListEntry:3530462013,"Tremors 2: Aftershocks (1996) ",filmListEntry:3530462013,tremors-2-aftershocks,https://letterboxd.com/film/tremors-2-aftershocks/
filmListEntry:3530462014,"Black Roses (1988) ",filmListEntry:3530462014,black-roses,https://letterboxd.com/film/black-roses/
filmListEntry:3535066489,"Relic (2020) ",filmListEntry:3535066489,relic,https://letterboxd.com/film/relic/
filmListEntry:3540434864,"Dead Girls (1990) ",filmListEntry:3540434864,dead-girls,https://letterboxd.com/film/dead-girls/
filmListEntry:3552753428,"47 Meters Down: Uncaged (2019) ",filmListEntry:3552753428,47-meters-down-uncaged,https://letterboxd.com/film/47-meters-down-uncaged/
filmListEntry:3569921888,"Event Horizon (1997) ",filmListEntry:3569921888,event-horizon,https://letterboxd.com/film/event-horizon/
filmListEntry:3569921889,"The Return of the Living Dead (1985) ",filmListEntry:3569921889,the-return-of-the-living-dead,https://letterboxd.com/film/the-return-of-the-living-dead/
filmListEntry:3584288892,"Nope (2022) ",filmListEntry:3584288892,nope,https://letterboxd.com/film/nope/
filmListEntry:3584288893,"Return of the Living Dead Part II (1988) ",filmListEntry:3584288893,return-of-the-living-dead-part-ii,https://letterboxd.com/film/return-of-the-living-dead-part-ii/
filmListEntry:3596233869,"Night of the Living Dead (1990) ",filmListEntry:3596233869,night-of-the-living-dead-1990,https://letterboxd.com/film/night-of-the-living-dead-1990/
filmListEntry:3596233870,"Halloween H20: 20 Years Later (1998) ",filmListEntry:3596233870,halloween-h20-20-years-later,https://letterboxd.com/film/halloween-h20-20-years-later/
filmListEntry:3607112099,"Siege (1983) ",filmListEntry:3607112099,siege-1983,https://letterboxd.com/film/siege-1983/
filmListEntry:3625456024,"Friday the 13th: The Final Chapter (1984) ",filmListEntry:3625456024,friday-the-13th-the-final-chapter,https://letterboxd.com/film/friday-the-13th-the-final-chapter/
filmListEntry:3625456025,"Ginger Snaps (2000) ",filmListEntry:3625456025,ginger-snaps,https://letterboxd.com/film/ginger-snaps/
filmListEntry:3626650835,"Initiation (1987) ",filmListEntry:3626650835,initiation,https://letterboxd.com/film/initiation/
filmListEntry:3643734402,"Alone in the Dark (1982) ",filmListEntry:3643734402,alone-in-the-dark,https://letterboxd.com/film/alone-in-the-dark/
filmListEntry:3643734403,"The Medium (2021) ",filmListEntry:3643734403,the-medium-2021,https://letterboxd.com/film/the-medium-2021/
filmListEntry:3643734547,"Happy Birthday to Me (1981) ",filmListEntry:3643734547,happy-birthday-to-me,https://letterboxd.com/film/happy-birthday-to-me/
filmListEntry:3653302686,"Ghostwatch (1992) ",filmListEntry:3653302686,ghostwatch,https://letterboxd.com/film/ghostwatch/
filmListEntry:3653633941,"The Boogeyman (2023) ",filmListEntry:3653633941,the-boogeyman,https://letterboxd.com/film/the-boogeyman/
filmListEntry:3657776132,"WNUF Halloween Special (2013) ",filmListEntry:3657776132,wnuf-halloween-special,https://letterboxd.com/film/wnuf-halloween-special/
filmListEntry:3678445348,"Terrifier (2016) ",filmListEntry:3678445348,terrifier-2016,https://letterboxd.com/film/terrifier-2016/
filmListEntry:3678445349,"The Fourth Kind (2009) ",filmListEntry:3678445349,the-fourth-kind,https://letterboxd.com/film/the-fourth-kind/
filmListEntry:3678445350,"Eyes of Fire (1983) ",filmListEntry:3678445350,eyes-of-fire,https://letterboxd.com/film/eyes-of-fire/
filmListEntry:3687649887,"Jack Frost (1997) ",filmListEntry:3687649887,jack-frost-1997,https://letterboxd.com/film/jack-frost-1997/
filmListEntry:3693394468,"Lost Hearts (1973) ",filmListEntry:3693394468,lost-hearts,https://letterboxd.com/film/lost-hearts/
filmListEntry:3693394469,"A Ghost Story for Christmas: Lot No. 249 (2023) ",filmListEntry:3693394469,a-ghost-story-for-christmas-lot-no-249,https://letterboxd.com/film/a-ghost-story-for-christmas-lot-no-249/
filmListEntry:3714506600,"Consecration (2023) ",filmListEntry:3714506600,consecration-2023,https://letterboxd.com/film/consecration-2023/
filmListEntry:3714506601,"Annihilation (2018) ",filmListEntry:3714506601,annihilation,https://letterboxd.com/film/annihilation/
filmListEntry:3722076429,"Prince of Darkness (1987) ",filmListEntry:3722076429,prince-of-darkness,https://letterboxd.com/film/prince-of-darkness/
filmListEntry:3731173805,"Orca (1977) ",filmListEntry:3731173805,orca-1977,https://letterboxd.com/film/orca-1977/
filmListEntry:3737195972,"An American Werewolf in London (1981) ",filmListEntry:3737195972,an-american-werewolf-in-london,https://letterboxd.com/film/an-american-werewolf-in-london/
filmListEntry:3755341590,"Spookies (1986) ",filmListEntry:3755341590,spookies,https://letterboxd.com/film/spookies/
filmListEntry:3755342671,"Hellbender (2021) ",filmListEntry:3755342671,hellbender,https://letterboxd.com/film/hellbender/
filmListEntry:3761838130,"April Fool's Day (1986) ",filmListEntry:3761838130,april-fools-day,https://letterboxd.com/film/april-fools-day/
filmListEntry:3782212111,"When Evil Lurks (2023) ",filmListEntry:3782212111,when-evil-lurks,https://letterboxd.com/film/when-evil-lurks/
filmListEntry:3782212112,"Zombeavers (2014) ",filmListEntry:3782212112,zombeavers,https://letterboxd.com/film/zombeavers/
filmListEntry:3783560565,"In Fabric (2018) ",filmListEntry:3783560565,in-fabric,https://letterboxd.com/film/in-fabric/
filmListEntry:3801944409,"Return of the Living Dead III (1993) ",filmListEntry:3801944409,return-of-the-living-dead-iii,https://letterboxd.com/film/return-of-the-living-dead-iii/
filmListEntry:3801944410,"Monolith (2022) ",filmListEntry:3801944410,monolith-2022,https://letterboxd.com/film/monolith-2022/
filmListEntry:3811099736,"Communion (1989) ",filmListEntry:3811099736,communion,https://letterboxd.com/film/communion/
filmListEntry:3811099737,"The Lawnmower Man (1992) ",filmListEntry:3811099737,the-lawnmower-man,https://letterboxd.com/film/the-lawnmower-man/
filmListEntry:3836975364,"Bleeders (1997) ",filmListEntry:3836975364,bleeders,https://letterboxd.com/film/bleeders/
filmListEntry:3836975365,"The Shout (1978) ",filmListEntry:3836975365,the-shout,https://letterboxd.com/film/the-shout/
filmListEntry:3836975366,"Late Night with the Devil (2023) ",filmListEntry:3836975366,late-night-with-the-devil,https://letterboxd.com/film/late-night-with-the-devil/
filmListEntry:3836975367,"Bloody Birthday (1981) ",filmListEntry:3836975367,bloody-birthday,https://letterboxd.com/film/bloody-birthday/
filmListEntry:3843795672,"The Boxer's Omen (1983) ",filmListEntry:3843795672,the-boxers-omen,https://letterboxd.com/film/the-boxers-omen/
filmListEntry:3849843997,"The Hole in the Ground (2019) ",filmListEntry:3849843997,the-hole-in-the-ground-2019,https://letterboxd.com/film/the-hole-in-the-ground-2019/
filmListEntry:3866852277,"The Frighteners (1996) ",filmListEntry:3866852277,the-frighteners,https://letterboxd.com/film/the-frighteners/
filmListEntry:3866852278,"Funny Man (1994) ",filmListEntry:3866852278,funny-man,https://letterboxd.com/film/funny-man/
filmListEntry:3869424216,"Whistle and I'll Come to You (1968) ",filmListEntry:3869424216,whistle-and-ill-come-to-you,https://letterboxd.com/film/whistle-and-ill-come-to-you/
filmListEntry:3869424217,"A Warning to the Curious (1972) ",filmListEntry:3869424217,a-warning-to-the-curious,https://letterboxd.com/film/a-warning-to-the-curious/
filmListEntry:3882201916,"Spirit (1989) ",filmListEntry:3882201916,spirit-1989,https://letterboxd.com/film/spirit-1989/
filmListEntry:3882202426,"Lonely Water (1973) ",filmListEntry:3882202426,lonely-water,https://letterboxd.com/film/lonely-water/
filmListEntry:3907337694,"Down (2001) ",filmListEntry:3907337694,down,https://letterboxd.com/film/down/
filmListEntry:3907337695,"Frogs (1972) ",filmListEntry:3907337695,frogs,https://letterboxd.com/film/frogs/
filmListEntry:3908330490,"The Pope's Exorcist (2023) ",filmListEntry:3908330490,the-popes-exorcist,https://letterboxd.com/film/the-popes-exorcist/
filmListEntry:3914886816,"Little Nemo: Adventures in Slumberland (1989) ",filmListEntry:3914886816,little-nemo-adventures-in-slumberland,https://letterboxd.com/film/little-nemo-adventures-in-slumberland/
filmListEntry:3922692239,"Darklands (1996) ",filmListEntry:3922692239,darklands,https://letterboxd.com/film/darklands/
filmListEntry:3940420407,"Starve Acre (2023) ",filmListEntry:3940420407,starve-acre,https://letterboxd.com/film/starve-acre/
